trial_number,alpha,min_df,max_df,norm,use_idf,smooth_idf,sublinear_tf,accuracy_train,accuracy_test,accuracy_mean
191,1.0081421954608543,1,0.8857592003765618,,True,False,True,0.8338951340697057,0.6871641791044776,0.7605296565870916
192,1.0108540235843049,1,0.9131268830160502,,True,False,True,0.8339019621677846,0.6871641791044776,0.7605330706361311
193,1.0778500889944804,51,0.9134590523677362,,True,False,True,0.7708171640177439,0.7348059701492538,0.7528115670834988
194,1.7328290796863126,101,0.8931530832203405,,True,False,True,0.7708991011946895,0.7374498933901918,0.7541744972924407
195,1.3860894487910702,1,0.9290598867068451,,True,False,True,0.8327434615270813,0.691411513859275,0.7620774876931782
196,1.46892682822409,251,0.9304842684597473,,True,False,True,0.7640892113774322,0.7333901918976545,0.7487397016375434
197,1.3306720880297185,1,0.9189565850515502,,True,False,False,0.8319605062807122,0.6902686567164179,0.761114581498565
198,2.1953785770566596,151,0.9533812089022423,,True,False,False,0.7683954652324626,0.7362046908315565,0.7523000780320095
199,1.3344560547069628,2401,0.9757627381546512,,True,False,False,0.3612587371205,0.3506865671641791,0.35597265214233953
200,1.7428541512437177,101,0.9133979854819196,,True,False,False,0.7698043294693885,0.7363752665245202,0.7530897979969544
201,0.954316065697605,1,0.9465548848068773,,True,False,False,0.8331554234445023,0.6857825159914712,0.7594689697179868
202,1.152164367849638,1,0.9248808203220571,,True,False,False,0.8324589574404647,0.6885628997867804,0.7605109286136226
203,1.1648654052580494,51,0.9324537017228126,,True,False,False,0.7697792931097662,0.7339189765458423,0.7518491348278042
204,1.4880435948733641,1,0.9137368048905975,l2,True,False,False,0.6368476036789792,0.5895778251599147,0.613212714419447
205,1.0467834220527659,101,0.9050219624852138,,True,False,False,0.7699204071367282,0.7364264392324094,0.7531734231845688
206,1.2745826194483092,201,0.9711121524301882,,True,False,False,0.7664449052146185,0.7354200426439232,0.7509324739292709
207,0.9209984240998206,1,0.9292649280900863,l1,True,False,False,0.5117636749734273,0.48581663113006396,0.4987901530517457
208,1.9917489886162991,3651,0.9505794627272406,,True,False,False,0.31945256861669563,0.3137228144989339,0.31658769155781474
209,1.571026508475657,101,0.889544412960009,,True,False,True,0.7709286896196977,0.7374669509594882,0.7541978202895929
210,1.2023992506272296,1,0.9221973415353936,,True,False,True,0.8332623969810702,0.6895181236673774,0.7613902603242237
211,1.1531679248857072,1,0.9166636879556235,,True,False,True,0.833408063073418,0.6890575692963753,0.7612328161848967
212,1.2230735209756127,51,0.9192068137687315,,True,False,True,0.7708080598869722,0.7348059701492538,0.752807015018113
213,1.0615276631423702,1,0.937045871693822,,True,False,True,0.8337289836831216,0.6878464818763326,0.7607877327797271
214,1.362302390489781,151,0.9397668849679128,,True,False,True,0.7694697526635272,0.736955223880597,0.7532124882720621
215,1.107409869975343,1,0.9559154048262629,,True,False,True,0.8335469010676869,0.6884264392324094,0.7609866701500482
216,1.0800973556394746,101,0.9636916627651135,,True,False,True,0.77095372597932,0.7375351812366737,0.7542444536079969
217,1.680851671416678,1,0.924162884722912,,True,False,True,0.831930917855704,0.6942942430703625,0.7631125804630332
218,1.7304728754838177,101,0.9292629863613033,,True,False,True,0.7708991011946895,0.7374498933901918,0.7541744972924407
219,2.4435203533575103,1,0.9853620146935065,,True,False,True,0.8298369677782051,0.7009808102345416,0.7654088890063734
220,2.48369110205341,201,0.9815239314153359,,True,True,True,0.7672915893763897,0.736136460554371,0.7517140249653804
221,1.9631608488093877,1,0.9980180215641816,,True,False,True,0.8312094154920441,0.6972110874200427,0.7642102514560434
222,2.051565419405883,51,0.9708275105017803,,True,False,True,0.7708035078215864,0.7347036247334755,0.7527535662775309
223,2.71451716280325,1,0.9839808914207538,,True,False,True,0.8292543034088141,0.7027889125799573,0.7660216079943858
224,2.796493073563139,101,0.9872205681954005,,True,False,True,0.7708126119523581,0.7372110874200426,0.7540118496862003
225,3.3011996683565004,1,0.9822521773041414,,True,False,True,0.8280616622777169,0.7055692963752666,0.7668154793264917
226,3.6473732159653838,101,0.9950093044968118,,True,False,True,0.7707238466773336,0.7371428571428571,0.7539333519100954
227,3.2151565137107307,1,0.9619210506416489,,True,False,True,0.8282642291873881,0.70536460554371,0.7668144173655491
228,3.3259250879937294,151,0.9972264533958448,,True,False,True,0.7692717378192421,0.736545842217484,0.7529087900183631
229,4.140977377862639,51,0.9770906769014326,,False,False,True,0.778664924742979,0.7431641791044776,0.7609145519237284
230,4.370607319497668,201,0.9794991181158987,,False,False,True,0.771429416812143,0.7390191897654584,0.7552243032888007
231,3.956434678572189,1,0.9642385600046401,,False,False,True,0.6852201265018971,0.6397100213219616,0.6624650739119293
232,3.1038686342514956,51,0.9986171561981234,,True,False,True,0.7707420549388772,0.7347547974413646,0.752748426190121
233,2.7076728052159447,51,0.9558615907246991,,False,False,True,0.7793295262893156,0.7438464818763326,0.7615880040828241
234,2.904882761429547,101,0.9602850090005237,,False,False,True,0.7775200802984334,0.743044776119403,0.7602824282089182
235,2.5016654479733025,101,0.9753833275695674,,False,False,True,0.7776270538350013,0.7434371002132196,0.7605320770241104
236,3.925594489732696,1,0.9507930540447853,,False,False,True,0.6860577065328967,0.6406993603411514,0.663378533437024
237,2.3042316831762437,51,0.9805564085363567,,True,False,True,0.7708126119523581,0.7346524520255864,0.7527325319889722
238,3.3136846910330995,151,0.9525826071117676,,False,False,True,0.7742926659398536,0.7405884861407249,0.7574405760402892
239,4.70950825404991,1,0.9997295030556258,,False,False,True,0.6659057130696625,0.6236759061833689,0.6447908096265157
240,1.982004346577729,2851,0.9643695514860732,,False,False,True,0.37794433279239625,0.36644776119402983,0.37219604699321307
241,2.7321029419268075,1,0.9503359584933897,,False,False,True,0.7243496805588115,0.6712324093816631,0.6977910449702374
242,1.6225441214825442,51,0.9410699049439208,,False,False,True,0.7797551444028942,0.7446652452025586,0.7622101948027264
243,2.201425393850755,101,0.9360926672046627,,False,False,True,0.7777294753061833,0.7436417910447761,0.7606856331754797
244,1.5243918311174292,101,0.9798528112820477,,False,False,True,0.777943422379319,0.7439829424307036,0.7609631824050114
245,1.7179079632224759,101,0.971084403803304,,False,False,True,0.7779024537908462,0.7437611940298507,0.7608318239103484
246,1.5455581236994147,201,0.9827275577554836,l2,False,False,True,0.6918934543575784,0.6629083155650319,0.6774008849613051
247,1.8890499601608695,51,0.9662625724514412,,False,False,True,0.7796481708663263,0.7443923240938166,0.7620202474800715
248,1.9715627354519627,151,0.9825479332649469,,False,False,True,0.7748116013938424,0.741185501066098,0.7579985512299703
249,2.535756790560079,101,0.9616519322563404,,False,False,True,0.7776202257369225,0.743454157782516,0.7605371917597192
250,1.6692101819963063,51,0.948782593211322,l1,False,False,True,0.4867455236127012,0.46794029850746266,0.4773429110600819
251,1.4865006675539103,251,0.977548725655742,,False,False,True,0.7691283477595873,0.7367505330490405,0.7529394404043139
252,3.6592989361761705,51,0.9994269726495468,,False,False,True,0.7789289445353593,0.7433859275053305,0.7611574360203449
253,3.076360884823549,151,0.9911611491172571,,False,False,True,0.7743541188225628,0.7405373134328358,0.7574457161276993
254,2.0764122429881424,1,0.9984805710426645,,False,False,True,0.7487533030924456,0.6908486140724946,0.7198009585824701
255,1.794997324882876,101,0.6308120766177084,,False,False,True,0.7779161099870039,0.7436588486140725,0.7607874793005382
256,1.411434411859081,201,0.9592890662591524,,False,True,True,0.7726721306624849,0.7396673773987207,0.7561697540306027
257,2.4982230719944396,1,0.94451116226753,,False,False,True,0.7326685800514838,0.6777484008528785,0.7052084904521811
258,1.3709745330239884,101,0.9663300396269324,,False,False,True,0.7780344636870364,0.7439488272921109,0.7609916454895737
259,2.1202480889158553,301,0.9398368017206178,,False,False,True,0.766394832495374,0.7346865671641791,0.7505406998297766
260,1.344739299405591,51,0.9623167207595507,,False,False,True,0.7799417790837148,0.744955223880597,0.7624485014821558
261,3.5530834737206543,151,0.9695489138975587,,False,False,True,0.7741902444686716,0.740639658848614,0.7574149516586428
262,1.3524672297829756,51,0.9271321914695633,,False,False,True,0.7799349509856359,0.744955223880597,0.7624450874331165
263,1.8586715098865143,251,0.999225292450629,,False,False,True,0.7689667494383889,0.7365628997867804,0.7527648246125846
264,1.3408708333611417,101,0.9261951617807889,,False,False,True,0.7780663281447374,0.7439317697228145,0.7609990489337759
265,2.7361336134294545,51,0.9257530660240398,,False,False,True,0.7792999378643075,0.7438464818763326,0.7615732098703201
266,2.6650130075419005,201,0.9246414362540764,,False,False,True,0.7721031224892514,0.7393262260127932,0.7557146742510223
267,3.3082825852249287,51,0.9414730090083857,,False,False,True,0.7790996469873294,0.743727078891258,0.7614133629392936
268,3.2926265144793447,1501,0.9337903167522227,,False,False,True,0.4753084593307098,0.4611002132196162,0.468204336275163
269,2.8556371083519836,51,0.9425271773763406,l2,False,False,True,0.6776864582882869,0.6473688699360342,0.6625276641121605
270,0.058601307741756606,151,0.9109029486967882,,False,False,True,0.7760292788845619,0.7424307036247335,0.7592299912546476
271,2.402046544937661,51,0.955431125580241,,False,False,True,0.7794046353681824,0.7440682302771855,0.7617364328226839
272,2.4286499826133054,201,0.9578381527699211,,False,False,True,0.7721463671104172,0.7394115138592751,0.7557789404848461
273,3.831475528718158,101,0.9623852717395232,l1,False,False,True,0.4674925630631758,0.44970575692963755,0.45859915999640666
274,2.998956550112794,301,0.9453361384501929,,False,False,True,0.7660989482452926,0.734362473347548,0.7502307107964203
275,1.9875015168082784,51,0.9829174371682622,,False,True,True,0.7795958221143888,0.7444264392324094,0.7620111306733991
276,2.2845411306028223,51,0.6668990784210628,,False,True,True,0.7794729163489704,0.7442899786780384,0.7618814475135044
277,2.2934745200990765,151,0.9657944121777476,,False,False,True,0.7746113105168643,0.7410660980810234,0.7578387042989438
278,2.1443108890459928,101,0.7130578342137678,,False,True,True,0.7777545116658056,0.7437782515991471,0.7607663816324763
279,1.8997294565489788,201,0.9828691593991278,,False,True,True,0.7724194910335692,0.7395820895522388,0.756000790292904
280,2.6757905946651346,51,0.5666942932377841,,False,True,True,0.7793295262893156,0.7439488272921109,0.7616391767907132
281,2.4300651191561955,101,0.5734536226297197,,False,True,True,0.7776566422600094,0.7435223880597015,0.7605895151598554
282,2.898721396755872,251,0.5646642678323598,,False,True,True,0.768554787520968,0.7365628997867804,0.7525588436538742
283,2.6952895038051317,51,0.5066472369808279,,False,True,True,0.7767644374443794,0.7414413646055437,0.7591029010249615
284,1.8183501794605115,51,0.9466815618094844,,False,True,True,0.7796367907028616,0.7445799573560767,0.7621083740294692
285,2.18104061879786,151,0.6157204234249076,,False,True,True,0.7746704873668805,0.7411002132196162,0.7578853502932483
286,1.8313180707408774,201,0.6634139571582729,,False,True,True,0.7724376992951126,0.7395309168443497,0.7559843080697312
287,2.403251987164385,51,0.9510201339224282,,False,True,True,0.7794069114008754,0.7440682302771855,0.7617375708390304
288,2.364665794262341,301,0.7494713742127773,,False,True,True,0.7663151713511213,0.7346524520255864,0.7504838116883539
289,3.081182260208258,101,0.9481468684635072,,False,True,True,0.7773857943695504,0.7430106609808103,0.7601982276751803
290,1.8844675759218785,51,0.51469134293619,,False,True,True,0.7771445349040994,0.7417484008528785,0.7594464678784889
291,2.5978069098569856,151,0.979181787360351,,False,True,True,0.7745157171437611,0.7407931769722814,0.7576544470580213
292,2.163203526239331,751,0.960181398234829,l2,False,True,True,0.6543639512837962,0.6280597014925373,0.6412118263881668
293,3.3533300715724086,1701,0.6861130181397807,,False,True,True,0.45111878387021154,0.43762899786780385,0.4443738908690077
294,1.6918388686713028,51,0.3993194733040411,,False,True,True,0.7771809514271864,0.7419189765458423,0.7595499639865143
295,2.767053497097399,201,0.9408595392916158,,False,True,True,0.7720189092796129,0.7393773987206823,0.7556981540001476
296,2.1307886498720943,1,0.6397681407315184,,False,True,True,0.7466388687207103,0.6889722814498934,0.7178055750853019
297,1.6562570306357163,101,0.974388221155116,,False,True,True,0.7779024537908462,0.7437953091684435,0.7608488814796448
298,4.850167346904991,151,0.9545228805894109,l1,False,True,True,0.4629131852849934,0.4449466950959488,0.4539299401904711
299,3.3698193386593767,351,0.5298203492177853,,False,True,True,0.7630217520444463,0.7316503198294243,0.7473360359369353
